Student_ID,Gender,Faculty,Semester/Year,Attendance (%),Assignment Completion (%),Internal Marks (out of 50),Previous Term Marks (%),Project/Practical Score (%),Study Hours per Week,Parental Education,Parental Support,Internet Access,Extra-curricular,Engagement_Score,Improvement,Final Grade,Final_Grade_Encoded
S8469,Female,Management,7,83,20,43,81,62,36,High,Yes,No,High,51.5,22.75,B,3
S8470,Male,Engineering,1,32,40,27,40,78,10,Low,Yes,Yes,Medium,36.0,17.0,C,2
S8471,Female,Humanities,3,93,39,1,53,40,40,Low,No,Yes,High,66.0,-12.25,F,0
S8472,Female,Engineering,2,80,92,16,32,32,9,High,No,No,Medium,86.0,8.0,D,1
S8473,Male,Management,8,31,48,38,38,22,28,Medium,Yes,No,High,39.5,28.5,C,2
S8474,Male,Engineering,4,78,62,13,52,51,21,High,No,Yes,High,70.0,0.0,D,1
S8475,Male,Humanities,2,60,64,13,68,40,19,Medium,Yes,Yes,Low,62.0,-4.0,D,1
S8476,Male,Engineering,3,32,84,43,22,33,18,Medium,Yes,Yes,High,58.0,37.5,D,1
S8477,Female,Engineering,8,64,22,47,57,27,23,High,No,Yes,High,43.0,32.75,B,3
S8478,Female,Humanities,6,65,39,17,90,26,27,Low,Yes,No,Medium,52.0,-5.5,C,2
S8479,Male,Science,5,93,100,39,34,78,1,Low,Yes,No,Low,96.5,30.5,B,3
S8480,Female,Engineering,7,61,56,33,57,21,39,High,Yes,Yes,High,58.5,18.75,C,2
S8481,Female,Engineering,7,47,57,42,44,88,17,Medium,No,Yes,Low,52.0,31.0,C,2
S8482,Female,Management,4,63,93,0,80,63,17,High,Yes,No,Low,78.0,-20.0,F,0
S8483,Male,Science,7,85,64,41,69,85,1,Low,Yes,Yes,High,74.5,23.75,C,2
S8484,Female,Management,4,96,61,17,29,37,22,Low,Yes,Yes,High,78.5,9.75,D,1
S8485,Male,Humanities,8,82,65,47,69,98,14,Medium,Yes,No,High,73.5,29.75,A,4
S8486,Male,Humanities,6,96,79,33,61,35,24,High,Yes,Yes,High,87.5,17.75,B,3
S8487,Female,Management,4,95,32,22,90,31,17,Low,Yes,Yes,High,63.5,-0.5,C,2
S8488,Female,Engineering,1,93,50,48,71,79,20,High,Yes,No,Low,71.5,30.25,A,4
S8489,Male,Science,3,96,87,15,65,73,31,High,Yes,No,Medium,91.5,-1.25,C,2
S8490,Female,Management,8,68,81,18,59,59,18,High,Yes,Yes,Low,74.5,3.25,D,1
S8491,Female,Management,7,67,68,36,77,62,17,Medium,No,No,High,67.5,16.75,C,2
S8492,Male,Humanities,4,69,37,5,43,41,23,Low,Yes,No,Low,53.0,-5.75,F,0
S8493,Male,Engineering,2,48,94,23,88,23,29,Medium,Yes,Yes,Medium,71.0,1.0,D,1
S8494,Male,Science,5,34,72,16,59,95,28,Low,No,No,Low,53.0,1.25,D,1
S8495,Male,Management,3,98,37,47,39,40,20,Low,No,No,High,67.5,37.25,B,3
S8496,Female,Science,6,43,70,15,48,42,20,High,Yes,Yes,High,56.5,3.0,F,0
S8497,Female,Science,7,78,60,38,56,61,40,High,No,No,High,69.0,24.0,C,2
S8498,Male,Management,2,93,86,47,39,60,1,Low,Yes,No,Medium,89.5,37.25,B,3
S8499,Male,Science,1,86,84,40,37,35,0,High,No,No,High,85.0,30.75,C,2
S8500,Male,Humanities,4,64,25,5,23,55,21,High,No,Yes,High,44.5,-0.75,F,0
S8501,Female,Engineering,2,34,93,15,30,36,39,High,Yes,Yes,High,63.5,7.5,F,0
S8502,Male,Engineering,3,68,56,8,83,73,37,Medium,Yes,Yes,High,62.0,-12.75,C,2
S8503,Female,Engineering,7,53,31,28,71,26,18,Medium,No,No,Low,42.0,10.25,D,1
S8504,Male,Humanities,2,69,100,3,62,60,18,Low,Yes,Yes,High,84.5,-12.5,D,1
S8505,Male,Humanities,1,79,21,25,33,81,1,High,Yes,No,Low,50.0,16.75,C,2
S8506,Male,Humanities,5,87,72,37,64,76,28,High,No,No,Medium,79.5,21.0,B,3
S8507,Female,Engineering,8,30,44,25,47,52,22,High,Yes,Yes,Low,37.0,13.25,D,1
S8508,Female,Science,4,72,47,13,23,45,26,Medium,No,Yes,Low,59.5,7.25,D,1
S8509,Female,Humanities,3,68,64,34,35,43,22,Low,Yes,Yes,Low,66.0,25.25,C,2
S8510,Male,Management,7,39,56,48,57,50,27,High,Yes,Yes,Low,47.5,33.75,B,3
S8511,Female,Humanities,8,31,36,42,82,46,27,Medium,Yes,Yes,Low,33.5,21.5,C,2
S8512,Female,Management,4,92,88,23,42,68,4,Medium,Yes,Yes,Low,90.0,12.5,C,2
S8513,Male,Engineering,4,45,75,7,96,92,17,High,No,Yes,Medium,60.0,-17.0,D,1
S8514,Male,Management,6,66,77,39,39,85,29,High,Yes,Yes,High,71.5,29.25,C,2
S8515,Female,Humanities,4,45,23,24,88,89,23,Medium,Yes,Yes,Medium,34.0,2.0,B,3
S8516,Female,Humanities,2,56,74,3,40,50,36,Medium,No,Yes,Low,65.0,-7.0,F,0
S8517,Female,Science,2,92,68,14,61,44,15,Low,No,No,Low,80.0,-1.25,D,1
S8518,Female,Engineering,8,93,57,15,88,35,28,Medium,Yes,No,Low,75.0,-7.0,C,2
S8519,Male,Management,5,61,64,10,33,25,29,Medium,Yes,No,Medium,62.5,1.75,F,0
S8520,Male,Engineering,1,38,49,27,89,88,24,Low,Yes,No,Low,43.5,4.75,B,3
S8521,Male,Humanities,7,40,56,6,24,36,37,Medium,Yes,No,Medium,48.0,0.0,F,0
S8522,Female,Science,8,99,75,49,43,28,38,Medium,Yes,No,Low,87.0,38.25,B,3
S8523,Female,Humanities,7,59,46,37,48,81,0,Low,Yes,Yes,Low,52.5,25.0,C,2
S8524,Male,Humanities,8,44,51,23,21,32,39,Low,Yes,No,Medium,47.5,17.75,F,0
S8525,Male,Humanities,3,88,30,30,25,26,38,High,No,No,Medium,59.0,23.75,F,0
S8526,Female,Management,2,77,77,3,53,37,38,Medium,No,No,Medium,77.0,-10.25,F,0
S8527,Female,Humanities,4,89,96,36,95,64,30,High,No,Yes,Medium,92.5,12.25,B,3
S8528,Male,Engineering,1,97,54,34,41,43,38,Low,No,No,Low,75.5,23.75,C,2
S8529,Male,Engineering,8,86,36,5,23,74,30,Medium,No,No,Low,61.0,-0.75,F,0
S8530,Male,Science,3,93,49,45,25,51,32,Low,Yes,Yes,High,71.0,38.75,C,2
S8531,Female,Engineering,7,83,37,32,86,26,11,Medium,No,Yes,Low,60.0,10.5,B,3
S8532,Female,Humanities,3,83,49,31,96,39,24,High,No,No,Low,66.0,7.0,A,4
S8533,Female,Humanities,3,88,35,45,82,38,22,Medium,No,Yes,Low,61.5,24.5,B,3
S8534,Female,Engineering,7,68,94,37,92,81,27,Low,Yes,Yes,Low,81.0,14.0,B,3
S8535,Female,Science,3,44,73,34,87,33,32,Medium,Yes,Yes,Low,58.5,12.25,C,2
S8536,Female,Science,5,57,23,16,53,51,37,High,Yes,No,High,40.0,2.75,D,1
S8537,Male,Engineering,3,65,34,31,91,28,25,High,No,Yes,Medium,49.5,8.25,C,2
S8538,Male,Management,1,83,95,13,53,68,23,High,Yes,No,Low,89.0,-0.25,D,1
S8539,Female,Management,8,46,46,18,76,35,4,Low,Yes,No,Low,46.0,-1.0,D,1
S8540,Male,Management,2,51,23,23,56,43,16,Medium,Yes,No,Medium,37.0,8.999999999999998,D,1
S8541,Female,Management,1,65,54,38,25,49,36,Medium,Yes,No,Medium,59.5,31.75,C,2
S8542,Male,Engineering,4,58,82,10,90,27,14,Low,Yes,Yes,High,70.0,-12.5,D,1
S8543,Female,Science,6,84,85,6,64,98,1,High,Yes,No,High,84.5,-10.0,C,2
S8544,Male,Humanities,5,71,58,44,60,29,33,Low,Yes,Yes,High,64.5,29.0,B,3
S8545,Male,Humanities,5,61,47,23,24,55,19,Medium,Yes,No,Medium,54.0,17.0,D,1
S8546,Female,Engineering,4,43,53,23,79,43,29,Medium,Yes,Yes,Low,48.0,3.25,C,2
S8547,Female,Humanities,7,47,52,13,86,27,15,Medium,No,No,Medium,49.5,-8.5,C,2
S8548,Male,Management,1,67,69,23,36,20,3,Medium,No,Yes,Low,68.0,14.0,D,1
S8549,Male,Science,1,63,79,10,84,93,30,Medium,Yes,Yes,Medium,71.0,-11.0,C,2
S8550,Female,Engineering,4,74,91,7,74,93,25,High,Yes,Yes,Medium,82.5,-11.5,C,2
S8551,Male,Science,7,61,91,43,28,52,40,Low,No,No,Medium,76.0,36.0,C,2
S8552,Female,Engineering,6,96,61,14,23,50,11,High,No,No,Medium,78.5,8.25,F,0
S8553,Female,Engineering,3,92,47,41,61,96,1,Medium,Yes,No,Low,69.5,25.75,A,4
S8554,Male,Engineering,7,84,94,1,65,81,7,High,Yes,Yes,Low,89.0,-15.25,D,1
S8555,Female,Engineering,8,72,46,23,93,54,13,Low,No,No,Low,59.0,-0.25,C,2
S8556,Male,Science,3,51,20,44,20,63,23,Medium,No,No,Low,35.5,39.0,C,2
S8557,Male,Humanities,8,97,27,9,36,66,39,High,No,No,High,62.0,0.0,F,0
S8558,Female,Engineering,2,58,65,31,98,51,40,Low,Yes,Yes,High,61.5,6.5,B,3
S8559,Male,Management,1,69,43,16,26,82,24,High,No,Yes,Medium,56.0,9.5,F,0
S8560,Female,Engineering,1,74,59,9,24,41,6,High,No,No,Low,66.5,3.0,F,0
S8561,Female,Science,4,39,70,21,71,26,31,Low,Yes,Yes,Low,54.5,3.25,F,0
S8562,Female,Engineering,4,74,43,5,72,25,22,Medium,No,No,Medium,58.5,-13.0,F,0
S8563,Male,Management,3,46,41,26,22,60,38,High,Yes,No,Medium,43.5,20.5,D,1
S8564,Female,Science,7,31,93,19,81,99,25,Medium,Yes,No,Medium,62.0,-1.25,D,1
S8565,Male,Engineering,1,46,87,0,51,31,6,Low,Yes,No,Low,66.5,-12.75,F,0
S8566,Female,Management,1,67,27,16,21,92,3,Medium,No,No,Low,47.0,10.75,F,0
S8567,Female,Science,5,66,77,0,99,59,24,High,Yes,Yes,Low,71.5,-24.75,D,1
S8568,Female,Engineering,8,92,34,36,100,88,17,High,No,No,High,63.0,11.0,A,4
S8569,Male,Management,2,34,27,14,72,77,6,Low,No,Yes,Medium,30.5,-4.0,F,0
S8570,Male,Science,2,54,61,0,31,22,21,High,No,No,Low,57.5,-7.75,F,0
S8571,Female,Engineering,8,51,58,16,24,62,3,High,No,No,Medium,54.5,10.0,F,0
S8572,Female,Science,3,92,54,45,23,93,28,Low,Yes,No,High,73.0,39.25,B,3
S8573,Male,Management,6,64,60,44,75,27,23,Medium,Yes,No,Medium,62.0,25.25,B,3
S8574,Male,Engineering,7,84,67,42,99,92,39,Medium,No,No,Low,75.5,17.25,A,4
S8575,Male,Engineering,1,49,97,43,83,32,37,Medium,Yes,No,Medium,73.0,22.25,B,3
S8576,Female,Engineering,5,34,90,37,64,75,40,Medium,Yes,Yes,Low,62.0,21.0,C,2
S8577,Male,Management,7,68,63,42,79,38,11,High,No,Yes,High,65.5,22.25,B,3
S8578,Female,Humanities,1,92,54,1,39,42,8,Medium,Yes,No,High,73.0,-8.75,F,0
S8579,Male,Engineering,4,61,46,17,72,62,14,Low,Yes,Yes,Low,53.5,-1.0,C,2
S8580,Female,Management,7,92,84,11,92,43,12,Low,No,Yes,High,88.0,-12.0,C,2
S8581,Female,Science,3,69,89,28,35,22,29,Medium,No,No,Medium,79.0,19.25,D,1
S8582,Female,Science,7,46,85,22,49,33,34,High,Yes,No,High,65.5,9.75,D,1
S8583,Male,Management,6,61,90,46,39,52,34,Low,Yes,Yes,High,75.5,36.25,B,3
S8584,Male,Humanities,7,52,91,8,71,46,25,Low,No,No,High,71.5,-9.75,D,1
S8585,Male,Management,7,89,82,7,55,31,18,High,No,Yes,High,85.5,-6.750000000000002,F,0
S8586,Female,Science,7,85,99,49,41,65,20,Low,Yes,Yes,Low,92.0,38.75,B,3
S8587,Female,Science,2,38,48,15,20,90,20,Medium,Yes,Yes,High,43.0,10.0,F,0
S8588,Male,Engineering,1,98,50,22,40,65,12,Medium,No,No,Low,74.0,12.0,D,1
S8589,Female,Humanities,6,91,83,28,67,35,20,Medium,No,No,Low,87.0,11.25,B,3
S8590,Female,Management,8,93,72,9,91,77,23,High,No,No,Low,82.5,-13.75,B,3
S8591,Female,Science,3,51,93,11,24,33,25,Low,No,Yes,Medium,72.0,5.0,F,0
S8592,Male,Science,8,61,87,11,59,62,30,Low,No,Yes,Medium,74.0,-3.75,D,1
S8593,Female,Science,2,76,44,29,98,44,29,High,No,No,Low,60.0,4.5,B,3
S8594,Male,Management,1,31,32,9,64,34,23,Medium,Yes,Yes,Medium,31.5,-7.0,F,0
S8595,Male,Management,5,81,100,13,50,93,31,Medium,Yes,Yes,High,90.5,0.5,C,2
S8596,Male,Humanities,3,43,59,3,34,49,29,High,Yes,Yes,Medium,51.0,-5.5,F,0
S8597,Male,Engineering,1,66,91,46,77,63,25,Low,No,Yes,High,78.5,26.75,B,3
S8598,Male,Engineering,2,56,26,19,72,28,37,Medium,No,Yes,Medium,41.0,1.0,D,1
S8599,Female,Engineering,2,53,51,40,64,30,17,Medium,No,Yes,Low,52.0,24.0,C,2
S8600,Male,Science,5,93,43,38,86,85,40,Low,Yes,Yes,Low,68.0,16.5,B,3
S8601,Male,Engineering,3,99,20,6,61,41,11,Medium,Yes,No,Medium,59.5,-9.25,D,1
S8602,Male,Science,3,55,66,29,43,39,20,Low,No,No,High,60.5,18.25,D,1
S8603,Female,Humanities,6,83,70,40,57,48,22,Low,No,Yes,High,76.5,25.75,B,3
S8604,Female,Science,1,44,55,23,70,82,27,Medium,No,Yes,Low,49.5,5.5,C,2
S8605,Female,Humanities,6,58,46,9,43,60,16,Medium,Yes,Yes,High,52.0,-1.75,F,0
S8606,Female,Humanities,2,57,89,44,96,95,14,Low,No,No,Low,73.0,20.0,A,4
S8607,Male,Engineering,8,88,61,37,52,67,22,High,No,No,Medium,74.5,24.0,B,3
S8608,Male,Engineering,2,50,95,35,38,46,33,High,No,No,Medium,72.5,25.5,C,2
S8609,Female,Science,7,39,87,16,44,50,27,Medium,No,Yes,Medium,63.0,5.0,D,1
S8610,Female,Management,5,33,89,20,89,44,3,Low,Yes,No,Low,61.0,-2.25,D,1
S8611,Female,Engineering,5,91,32,45,68,68,40,Low,No,Yes,Medium,61.5,28.0,B,3
S8612,Female,Engineering,8,33,44,2,36,89,11,Low,No,Yes,High,38.5,-7.0,F,0
S8613,Male,Management,8,35,41,0,40,83,1,High,Yes,No,Low,38.0,-10.0,F,0
S8614,Female,Management,3,45,40,17,62,75,24,Medium,No,No,High,42.5,1.5,D,1
S8615,Female,Engineering,8,67,34,1,95,26,23,Medium,Yes,No,Medium,50.5,-22.75,F,0
S8616,Female,Management,6,78,86,39,96,89,30,High,No,Yes,Low,82.0,15.0,A,4
S8617,Female,Science,2,90,56,47,41,54,3,Low,No,Yes,Low,73.0,36.75,A,4
S8618,Female,Humanities,7,94,64,3,82,40,33,High,Yes,No,Low,79.0,-17.5,D,1
S8619,Female,Humanities,1,79,45,31,43,66,5,High,No,No,Medium,62.0,20.25,C,2
S8620,Female,Engineering,7,46,100,18,52,79,30,Medium,Yes,No,Low,73.0,5.0,D,1
S8621,Male,Engineering,4,57,74,19,86,36,38,High,Yes,No,Low,65.5,-2.5,D,1
S8622,Male,Science,1,73,69,41,100,36,23,Low,Yes,No,Medium,71.0,16.0,B,3
S8623,Male,Management,5,41,54,48,36,90,24,High,Yes,Yes,Medium,47.5,39.0,B,3
S8624,Male,Engineering,1,99,60,48,67,44,4,Low,No,Yes,High,79.5,31.25,A,4
S8625,Male,Humanities,8,100,91,6,63,53,9,High,No,Yes,High,95.5,-9.75,D,1
S8626,Male,Science,2,32,30,8,44,45,17,Low,No,Yes,High,31.0,-3.0,F,0
S8627,Female,Science,6,78,27,6,91,25,28,Medium,Yes,No,Low,52.5,-16.75,D,1
S8628,Female,Management,8,50,73,26,79,29,10,Medium,Yes,No,Medium,61.5,6.25,D,1
S8629,Male,Engineering,8,37,20,20,48,100,29,High,Yes,No,High,28.5,8.0,D,1
S8630,Female,Engineering,7,93,39,34,31,97,4,Medium,Yes,No,High,66.0,26.25,C,2
S8631,Male,Science,3,88,53,23,28,22,5,High,Yes,No,Medium,70.5,16.0,F,0
S8632,Female,Humanities,6,59,76,31,72,78,13,Low,Yes,No,Low,67.5,13.0,C,2
S8633,Female,Engineering,4,61,32,11,80,99,15,Low,Yes,Yes,Medium,46.5,-9.0,C,2
S8634,Female,Humanities,3,49,73,22,50,88,13,Medium,Yes,No,Medium,61.0,9.5,D,1
S8635,Female,Science,4,45,72,35,67,67,32,High,Yes,No,Medium,58.5,18.25,C,2
S8636,Female,Engineering,4,54,71,48,98,42,36,Low,Yes,No,Low,62.5,23.5,B,3
S8637,Female,Humanities,2,89,25,28,66,24,4,High,Yes,Yes,High,57.0,11.5,C,2
S8638,Male,Science,2,74,55,2,52,75,39,Medium,Yes,No,High,64.5,-11.0,F,0
S8639,Male,Humanities,8,38,44,42,86,57,13,High,No,No,Low,41.0,20.5,B,3
S8640,Female,Engineering,5,80,77,7,83,95,39,Medium,No,Yes,Medium,78.5,-13.75,C,2
S8641,Male,Management,5,90,74,33,36,26,8,High,Yes,Yes,Medium,82.0,24.0,C,2
S8642,Female,Humanities,4,69,22,13,63,36,26,Medium,No,Yes,High,45.5,-2.75,D,1
S8643,Male,Management,6,90,47,35,24,28,2,High,No,No,High,68.5,29.0,D,1
S8644,Female,Engineering,5,96,87,47,81,94,9,High,No,No,Medium,91.5,26.75,A,4
S8645,Male,Management,2,44,100,45,82,65,10,High,No,Yes,Low,72.0,24.5,B,3
S8646,Female,Science,5,82,57,31,98,56,33,Medium,No,No,High,69.5,6.5,B,3
S8647,Male,Management,4,33,53,6,58,26,0,High,Yes,No,Low,43.0,-8.499999999999998,F,0
S8648,Female,Humanities,7,52,32,9,91,36,9,Medium,No,No,Low,42.0,-13.75,D,1
S8649,Male,Humanities,3,56,24,11,61,60,5,Low,Yes,Yes,Medium,40.0,-4.25,D,1
S8650,Female,Management,6,66,79,39,40,83,7,High,Yes,Yes,Low,72.5,29.0,C,2
S8651,Female,Science,6,72,36,22,66,76,30,High,No,No,Medium,54.0,5.5,D,1
S8652,Female,Engineering,1,66,76,10,93,64,5,Medium,Yes,Yes,Low,71.0,-13.25,D,1
S8653,Male,Management,8,58,50,12,47,92,30,High,No,Yes,High,54.0,0.25,D,1
S8654,Male,Humanities,5,58,84,11,40,27,33,High,Yes,No,Medium,71.0,1.0,F,0
S8655,Male,Humanities,8,78,85,6,47,29,39,Low,Yes,Yes,Medium,81.5,-5.75,F,0
S8656,Female,Management,8,80,52,43,38,73,28,High,Yes,No,Medium,66.0,33.5,B,3
S8657,Male,Management,6,79,23,9,82,85,2,High,No,No,Medium,51.0,-11.5,C,2
S8658,Female,Management,7,57,74,6,71,63,21,Low,No,Yes,High,65.5,-11.75,D,1
S8659,Male,Engineering,7,34,43,50,57,67,11,Medium,No,No,Medium,38.5,35.75,B,3
S8660,Male,Humanities,2,85,51,26,65,90,37,Low,Yes,Yes,Medium,68.0,9.75,B,3
S8661,Male,Humanities,3,93,92,6,43,21,18,Low,No,Yes,High,92.5,-4.75,D,1
S8662,Male,Humanities,2,46,66,49,64,99,6,High,Yes,No,Low,56.0,33.0,B,3
S8663,Female,Engineering,5,84,35,23,96,25,22,High,Yes,Yes,High,59.5,-1.0,C,2
S8664,Male,Science,4,38,40,22,28,99,12,Medium,No,No,Low,39.0,15.0,D,1
S8665,Male,Humanities,7,97,86,24,28,64,3,Medium,Yes,No,Medium,91.5,17.0,D,1
S8666,Female,Humanities,7,45,50,43,40,29,20,Medium,No,No,Medium,47.5,33.0,D,1
S8667,Female,Science,1,45,33,35,43,28,13,Low,No,Yes,Low,39.0,24.25,C,2
S8668,Male,Engineering,1,42,25,32,83,51,35,Low,Yes,No,Medium,33.5,11.25,C,2
S8669,Male,Science,7,92,88,36,59,21,6,Low,No,No,High,90.0,21.25,C,2
S8670,Female,Science,3,70,48,41,93,40,12,Medium,No,Yes,High,59.0,17.75,B,3
S8671,Female,Science,6,82,74,38,71,22,34,Medium,No,No,High,78.0,20.25,B,3
S8672,Female,Science,6,97,56,6,23,42,32,High,Yes,No,Low,76.5,0.25,F,0
S8673,Male,Engineering,7,38,78,29,22,56,10,Low,Yes,No,Low,58.0,23.5,D,1
S8674,Male,Engineering,6,80,55,30,32,91,38,High,Yes,Yes,Low,67.5,22.0,C,2
S8675,Male,Science,1,77,95,44,40,55,24,Medium,Yes,Yes,Medium,86.0,34.0,B,3
S8676,Female,Management,4,78,78,45,27,33,38,High,Yes,Yes,Low,78.0,38.25,C,2
S8677,Female,Management,6,47,97,36,92,34,23,Low,No,No,High,72.0,13.0,C,2
S8678,Female,Management,8,39,83,20,20,54,21,Medium,No,No,Low,61.0,15.0,F,0
S8679,Male,Management,2,83,62,33,33,41,21,Low,No,Yes,High,72.5,24.75,D,1
S8680,Female,Humanities,7,44,61,45,95,66,14,Medium,No,No,Medium,52.5,21.25,B,3
S8681,Male,Engineering,6,40,93,20,55,55,17,Low,No,Yes,Low,66.5,6.249999999999998,D,1
S8682,Female,Engineering,8,69,79,39,41,34,31,High,No,No,High,74.0,28.75,C,2
S8683,Male,Science,4,76,81,19,55,77,35,Medium,Yes,Yes,High,78.5,5.249999999999998,D,1
S8684,Male,Humanities,7,49,83,33,64,50,9,Low,Yes,No,Low,66.0,17.0,C,2
S8685,Female,Science,8,51,77,7,35,60,8,Medium,No,No,Medium,64.0,-1.75,F,0
S8686,Male,Science,3,77,21,31,30,93,24,Medium,Yes,No,Low,49.0,23.5,C,2
S8687,Female,Engineering,3,45,97,29,86,97,3,Low,Yes,No,Medium,71.0,7.5,C,2
S8688,Male,Humanities,8,34,90,28,44,45,37,High,Yes,Yes,High,62.0,17.0,D,1
S8689,Female,Management,1,94,100,4,86,49,35,Medium,Yes,No,Low,97.0,-17.5,D,1
S8690,Female,Engineering,4,50,27,29,50,31,36,Low,No,Yes,Low,38.5,16.5,D,1
S8691,Male,Humanities,8,90,75,11,84,50,38,Medium,Yes,No,High,82.5,-10.0,C,2
S8692,Female,Humanities,2,84,55,38,30,21,6,High,Yes,No,Medium,69.5,30.5,D,1
S8693,Male,Engineering,4,53,88,26,99,97,25,High,Yes,Yes,Low,70.5,1.25,B,3
S8694,Female,Engineering,2,52,32,12,57,39,19,Low,No,No,Low,42.0,-2.2499999999999982,D,1
S8695,Female,Science,2,40,58,46,21,77,20,High,Yes,Yes,Low,49.0,40.75,C,2
S8696,Female,Science,4,76,100,9,73,39,4,Medium,Yes,No,Medium,88.0,-9.25,D,1
S8697,Female,Science,7,31,25,35,26,53,29,High,Yes,Yes,High,28.0,28.5,D,1
S8698,Male,Management,5,99,38,30,68,79,37,High,Yes,No,High,68.5,13.0,C,2
S8699,Female,Engineering,4,82,44,15,59,53,35,High,No,No,High,63.0,0.25,C,2
S8700,Female,Humanities,8,40,22,38,64,56,37,Medium,No,Yes,Medium,31.0,22.0,C,2
S8701,Male,Engineering,7,44,72,44,73,86,22,High,No,No,Medium,58.0,25.75,B,3
S8702,Male,Humanities,2,41,47,35,80,38,22,Medium,Yes,No,High,44.0,15.0,C,2
S8703,Male,Management,7,65,45,25,23,71,5,Low,Yes,Yes,Low,55.0,19.25,D,1
S8704,Male,Engineering,7,52,66,43,53,63,22,Medium,No,No,Medium,59.0,29.75,B,3
S8705,Male,Humanities,6,56,27,19,27,46,14,Medium,Yes,No,High,41.5,12.25,D,1
S8706,Male,Humanities,8,43,76,33,51,57,0,Low,No,No,High,59.5,20.25,D,1
S8707,Female,Science,3,83,74,36,37,40,35,High,No,No,Low,78.5,26.75,C,2
S8708,Male,Management,3,56,98,7,59,57,38,High,No,No,Low,77.0,-7.75,D,1
S8709,Female,Engineering,8,50,20,3,94,32,27,Low,Yes,No,Medium,35.0,-20.5,D,1
S8710,Male,Science,8,78,59,28,75,40,9,High,No,No,Medium,68.5,9.25,C,2
S8711,Female,Management,1,91,42,30,56,61,32,High,No,No,High,66.5,15.999999999999998,B,3
S8712,Female,Science,3,73,73,1,74,67,23,Low,Yes,No,Medium,73.0,-17.5,D,1
S8713,Female,Engineering,5,73,61,24,55,65,5,High,Yes,No,Low,67.0,10.249999999999998,C,2
S8714,Male,Humanities,2,90,99,37,29,97,13,Low,Yes,Yes,Medium,94.5,29.75,C,2
S8715,Male,Engineering,4,71,69,2,89,76,31,High,No,Yes,Medium,70.0,-20.25,D,1
S8716,Male,Management,4,52,23,45,99,71,18,High,No,No,Medium,37.5,20.25,A,4
S8717,Male,Engineering,5,30,27,41,82,41,5,High,Yes,Yes,Medium,28.5,20.5,B,3
S8718,Female,Management,3,65,55,42,53,36,19,High,Yes,No,Low,60.0,28.75,C,2
S8719,Male,Science,2,84,29,4,91,45,24,Low,Yes,Yes,Medium,56.5,-18.75,D,1
S8720,Female,Management,3,45,49,21,36,58,19,Medium,No,No,Low,47.0,12.0,F,0
S8721,Female,Humanities,7,47,35,15,80,90,37,Medium,No,Yes,Medium,41.0,-5.0,C,2
S8722,Male,Humanities,1,67,49,8,97,82,10,Low,Yes,No,High,58.0,-16.25,D,1
S8723,Male,Humanities,3,96,83,47,37,70,31,Low,No,Yes,Medium,89.5,37.75,C,2
S8724,Male,Science,1,49,93,8,80,49,28,High,Yes,Yes,Low,71.0,-12.0,D,1
S8725,Female,Management,8,48,30,48,55,60,29,High,No,No,Low,39.0,34.25,B,3
S8726,Male,Science,8,42,53,11,72,52,28,Medium,No,No,High,47.5,-7.0,D,1
S8727,Female,Engineering,4,46,99,46,52,69,21,Medium,Yes,Yes,High,72.5,33.0,C,2
S8728,Male,Engineering,2,59,74,41,42,82,10,Low,Yes,Yes,Low,66.5,30.5,C,2
S8729,Female,Engineering,6,72,23,3,83,58,19,Low,No,Yes,Low,47.5,-17.75,D,1
S8730,Male,Engineering,7,77,68,48,57,47,40,High,No,Yes,Medium,72.5,33.75,B,3
S8731,Male,Humanities,1,72,63,17,88,37,13,High,Yes,No,Low,67.5,-5.0,D,1
S8732,Female,Management,3,95,50,17,98,93,26,High,No,No,Low,72.5,-7.5,B,3
S8733,Male,Humanities,8,82,67,41,49,78,37,Medium,Yes,Yes,High,74.5,28.75,B,3
S8734,Male,Management,7,63,45,42,35,85,3,Medium,Yes,No,Low,54.0,33.25,C,2
S8735,Male,Management,3,100,89,32,73,62,6,Low,Yes,No,High,94.5,13.75,A,4
S8736,Male,Science,7,42,31,41,78,97,29,Medium,Yes,Yes,Medium,36.5,21.5,B,3
S8737,Male,Engineering,4,85,64,2,25,32,9,High,Yes,Yes,High,74.5,-4.25,F,0
S8738,Male,Management,5,88,27,37,24,20,6,Low,No,Yes,Medium,57.5,31.0,C,2
S8739,Male,Engineering,7,61,28,16,20,51,4,Medium,Yes,No,High,44.5,11.0,F,0
S8740,Female,Engineering,8,83,20,11,33,29,3,High,No,Yes,High,51.5,2.75,F,0
S8741,Female,Engineering,6,31,24,10,50,34,35,Low,Yes,Yes,Medium,27.5,-2.5,F,0
S8742,Male,Humanities,5,66,90,16,70,36,14,Medium,Yes,Yes,Low,78.0,-1.5,D,1
S8743,Male,Engineering,8,62,73,34,98,82,38,Low,No,Yes,High,67.5,9.5,A,4
S8744,Male,Management,3,30,43,40,38,73,37,Low,Yes,Yes,Low,36.5,30.5,D,1
S8745,Female,Humanities,8,57,45,49,51,42,35,Medium,Yes,Yes,Low,51.0,36.25,C,2
S8746,Female,Engineering,5,46,29,5,76,90,1,High,Yes,Yes,Low,37.5,-14.0,D,1
S8747,Male,Science,7,86,80,34,50,69,14,Medium,Yes,No,Medium,83.0,21.5,C,2
